claim_id,day_offset,date,avg_temp_c,max_temp_c,avg_pressure_kpa,max_pressure_kpa,vibration_rms_mm_s,runtime_hours,power_draw_kwh,error_code_count,telemetry_received
CLM-0002652,-1,2024-09-03,58.43,61.72,533.4,530.4,0.987,2.97,4.22,0.0,True
CLM-0002652,0,2024-09-04,56.41,58.64,536.4,561.0,1.32,3.07,4.56,0.0,True
CLM-0003439,-89,2024-06-09,76.09,77.73,697.2,728.8,1.649,8.86,13.81,0.0,True
CLM-0003439,-88,2024-06-10,79.05,81.01,713.0,735.5,1.65,8.59,12.55,0.0,True
CLM-0003439,-87,2024-06-11,79.98,81.28,710.2,731.8,1.93,9.12,12.49,0.0,True
CLM-0003439,-86,2024-06-12,76.62,78.73,718.8,730.0,1.698,9.01,13.55,0.0,True
CLM-0003439,-85,2024-06-13,75.83,78.31,705.8,721.0,1.992,8.56,12.89,0.0,True
CLM-0003439,-84,2024-06-14,77.09,79.85,704.4,732.3,1.534,8.75,13.14,0.0,True
CLM-0003439,-83,2024-06-15,77.42,79.5,706.8,727.5,1.94,8.92,13.55,0.0,True
CLM-0003439,-82,2024-06-16,78.63,81.25,708.1,735.1,1.801,8.39,12.36,0.0,True
CLM-0003439,-81,2024-06-17,76.46,80.44,713.7,736.8,1.786,8.71,13.47,0.0,True
CLM-0003439,-80,2024-06-18,76.17,79.5,731.8,757.3,1.822,9.25,13.33,0.0,True
CLM-0003439,-79,2024-06-19,82.15,87.29,680.2,705.3,1.583,8.8,13.2,0.0,True
CLM-0003439,-78,2024-06-20,74.66,76.99,724.0,755.0,1.968,8.68,12.77,0.0,True
CLM-0003439,-77,2024-06-21,79.05,81.6,705.4,737.2,1.735,9.43,14.55,0.0,True
CLM-0003439,-76,2024-06-22,80.23,83.38,709.8,734.7,1.675,9.14,13.39,0.0,True
CLM-0003439,-75,2024-06-23,76.74,79.23,696.2,719.6,2.125,9.28,13.95,0.0,True
CLM-0003439,-74,2024-06-24,78.13,81.1,713.2,737.9,1.748,8.69,13.06,0.0,True
CLM-0003439,-73,2024-06-25,73.9,74.98,706.6,725.4,1.67,8.89,13.41,1.0,True
CLM-0003439,-72,2024-06-26,77.3,79.93,709.1,742.8,1.922,9.0,13.2,0.0,True
CLM-0003439,-71,2024-06-27,79.57,83.45,721.2,741.8,1.84,9.09,13.78,0.0,True
CLM-0003439,-70,2024-06-28,77.49,82.39,722.0,745.8,1.951,9.91,14.88,0.0,True
CLM-0003439,-69,2024-06-29,77.33,81.78,733.8,760.2,1.813,9.03,13.69,0.0,True
CLM-0003439,-68,2024-06-30,80.72,83.84,703.6,731.1,1.943,9.43,14.78,0.0,True
CLM-0003439,-67,2024-07-01,78.89,82.37,722.7,749.9,2.108,9.92,14.92,0.0,True
CLM-0003439,-66,2024-07-02,78.67,82.0,722.0,745.9,1.686,9.69,14.13,0.0,True
CLM-0003439,-65,2024-07-03,75.63,78.07,713.8,752.0,1.731,9.06,14.38,0.0,True
CLM-0003439,-64,2024-07-04,72.36,74.4,737.8,763.4,1.56,9.46,14.58,0.0,True
CLM-0003439,-63,2024-07-05,78.0,81.24,702.9,725.9,1.857,9.05,13.84,0.0,True
CLM-0003439,-62,2024-07-06,77.26,80.15,714.8,754.1,1.819,8.98,13.4,0.0,True
CLM-0003439,-61,2024-07-07,78.78,82.61,717.1,735.9,1.989,9.34,14.3,0.0,True
CLM-0003439,-60,2024-07-08,77.5,78.12,694.5,733.9,1.796,9.35,13.21,0.0,True
CLM-0003439,-59,2024-07-09,77.34,80.17,731.5,740.5,1.787,9.2,14.42,0.0,True
CLM-0003439,-58,2024-07-10,77.31,81.52,710.9,732.7,1.829,8.93,13.76,0.0,True
CLM-0003439,-57,2024-07-11,75.03,78.61,719.1,730.7,1.765,8.81,13.14,0.0,True
CLM-0003439,-56,2024-07-12,73.56,75.58,736.2,750.3,1.855,8.52,13.12,0.0,True
CLM-0003439,-55,2024-07-13,75.48,77.17,715.7,744.3,1.834,9.06,13.84,1.0,True
CLM-0003439,-54,2024-07-14,75.04,78.0,713.1,740.4,1.881,9.09,13.24,0.0,True
CLM-0003439,-53,2024-07-15,77.16,80.94,713.5,733.6,1.766,9.33,14.07,0.0,True
CLM-0003439,-52,2024-07-16,73.98,77.5,697.4,735.5,1.883,8.42,12.77,0.0,True
CLM-0003439,-51,2024-07-17,76.3,79.41,706.8,740.9,1.893,9.04,13.51,0.0,True
CLM-0003439,-50,2024-07-18,81.11,84.75,710.2,734.8,1.751,8.92,13.29,0.0,True
CLM-0003439,-49,2024-07-19,77.1,80.36,714.0,724.5,1.788,8.98,13.83,0.0,True
CLM-0003439,-48,2024-07-20,77.35,80.95,733.2,765.9,1.774,9.5,14.32,0.0,True
CLM-0003439,-47,2024-07-21,77.28,81.22,726.4,747.6,1.616,9.51,15.02,0.0,True
CLM-0003439,-46,2024-07-22,77.67,80.23,703.7,731.0,1.727,9.41,13.85,0.0,True
CLM-0003439,-45,2024-07-23,76.2,78.31,712.1,743.5,1.914,9.04,13.72,0.0,True
CLM-0003439,-44,2024-07-24,76.92,80.65,733.5,755.3,1.927,8.92,13.02,0.0,True
CLM-0003439,-43,2024-07-25,76.17,78.66,686.6,721.9,1.851,9.48,14.49,1.0,True
CLM-0003439,-42,2024-07-26,74.26,75.32,709.1,731.1,1.648,9.68,14.08,0.0,True
CLM-0003439,-41,2024-07-27,79.6,84.02,692.9,722.2,1.947,9.64,14.57,0.0,True
CLM-0003439,-40,2024-07-28,75.49,78.74,749.2,780.2,2.078,9.2,14.27,0.0,True
CLM-0003439,-39,2024-07-29,80.45,83.66,724.1,756.4,1.889,9.02,13.54,0.0,True
CLM-0003439,-38,2024-07-30,75.72,78.54,705.1,744.0,1.8,9.28,13.52,0.0,True
CLM-0003439,-37,2024-07-31,74.53,78.37,712.0,730.4,1.67,9.3,14.33,0.0,True
CLM-0003439,-36,2024-08-01,81.12,82.84,700.2,716.1,1.798,8.84,13.4,0.0,True
CLM-0003439,-35,2024-08-02,74.29,77.29,742.4,764.8,1.726,8.92,13.35,0.0,True
CLM-0003439,-34,2024-08-03,72.72,76.0,678.1,727.5,1.77,10.22,14.94,0.0,True
CLM-0003439,-33,2024-08-04,74.36,77.91,717.4,753.2,1.993,8.84,12.62,0.0,True
CLM-0003439,-32,2024-08-05,76.97,78.27,711.4,732.0,1.932,9.34,14.91,0.0,True
CLM-0003439,-31,2024-08-06,74.57,78.17,697.1,719.3,1.749,8.79,12.96,0.0,True
CLM-0003439,-30,2024-08-07,76.12,78.71,708.7,733.6,1.813,8.95,13.03,0.0,True
CLM-0003439,-29,2024-08-08,73.18,75.53,688.2,715.4,1.799,8.63,13.07,0.0,True
CLM-0003439,-28,2024-08-09,79.42,80.86,736.0,766.2,1.735,8.63,12.54,0.0,True
CLM-0003439,-27,2024-08-10,78.09,83.32,712.9,743.3,1.598,9.25,14.07,0.0,True
CLM-0003439,-26,2024-08-11,74.72,77.59,726.2,760.8,1.924,9.2,14.34,0.0,True
CLM-0003439,-25,2024-08-12,72.62,75.86,705.2,746.3,1.977,9.74,14.18,0.0,True
CLM-0003439,-24,2024-08-13,75.44,77.39,732.7,756.6,1.709,9.01,13.4,0.0,True
CLM-0003439,-23,2024-08-14,78.55,80.02,713.0,736.3,1.702,9.06,13.77,2.0,True
CLM-0003439,-22,2024-08-15,79.4,83.22,728.6,750.7,1.936,8.98,12.99,0.0,True
CLM-0003439,-21,2024-08-16,76.78,78.43,721.0,743.8,1.7,8.61,12.55,0.0,True
CLM-0003439,-20,2024-08-17,76.25,80.55,712.0,739.9,1.592,9.24,13.81,0.0,True
CLM-0003439,-19,2024-08-18,76.09,80.89,727.5,757.6,1.733,8.93,14.18,0.0,True
CLM-0003439,-18,2024-08-19,77.86,80.08,775.3,814.1,2.003,8.43,12.3,1.0,True
CLM-0003439,-17,2024-08-20,79.01,81.55,695.5,714.9,1.721,9.44,14.05,0.0,True
CLM-0003439,-16,2024-08-21,76.96,77.42,710.7,738.6,1.703,8.77,14.15,2.0,True
CLM-0003439,-15,2024-08-22,76.5,77.76,693.1,711.4,1.729,9.13,14.02,1.0,True
CLM-0003439,-14,2024-08-23,78.81,82.44,718.7,747.0,1.627,9.15,13.04,0.0,True
CLM-0003439,-13,2024-08-24,80.24,84.49,715.9,762.3,1.602,9.08,13.53,0.0,True
CLM-0003439,-12,2024-08-25,76.68,78.89,741.6,765.5,1.761,8.6,13.13,0.0,True
CLM-0003439,-11,2024-08-26,77.42,79.79,708.7,753.3,1.59,9.56,14.92,0.0,True
CLM-0003439,-10,2024-08-27,75.75,77.17,726.8,745.1,1.74,8.71,13.62,0.0,True
CLM-0003439,-9,2024-08-28,77.41,79.28,681.3,702.6,1.84,8.02,12.25,0.0,True
CLM-0003439,-8,2024-08-29,75.4,79.73,714.8,737.0,1.857,9.34,14.3,0.0,True
CLM-0003439,-7,2024-08-30,80.09,83.4,699.5,725.9,1.779,9.33,13.47,0.0,True
CLM-0003439,-6,2024-08-31,79.02,80.23,721.4,745.2,1.62,8.52,12.51,0.0,True
CLM-0003439,-5,2024-09-01,80.72,84.29,729.8,760.9,1.738,9.0,12.98,0.0,True
CLM-0003439,-4,2024-09-02,76.13,81.5,703.5,706.5,1.852,9.43,14.56,0.0,True
CLM-0003439,-3,2024-09-03,81.39,84.0,720.6,737.8,1.893,9.56,14.5,0.0,True
CLM-0003439,-2,2024-09-04,77.74,80.07,707.1,747.3,1.759,9.24,13.91,0.0,True
CLM-0003439,-1,2024-09-05,76.98,80.56,713.2,726.9,1.694,9.33,14.61,2.0,True
CLM-0003439,0,2024-09-06,79.77,83.77,718.7,740.8,1.812,9.29,14.15,0.0,True
CLM-0002711,-89,2024-06-10,47.96,51.9,443.0,468.8,1.161,2.39,4.05,0.0,True
CLM-0002711,-88,2024-06-11,47.72,50.77,411.1,445.2,1.596,2.54,3.59,0.0,True
CLM-0002711,-87,2024-06-12,48.83,50.03,419.3,451.0,1.142,2.43,3.84,0.0,True
CLM-0002711,-86,2024-06-13,50.73,54.46,424.4,450.4,1.263,2.25,2.98,0.0,True
CLM-0002711,-85,2024-06-14,46.87,50.66,425.6,440.0,0.901,1.84,2.82,0.0,True
CLM-0002711,-84,2024-06-15,43.7,46.66,403.6,436.2,1.025,3.14,4.67,0.0,True
CLM-0002711,-83,2024-06-16,51.23,52.39,402.8,418.7,1.246,2.51,3.33,0.0,True
CLM-0002711,-82,2024-06-17,47.43,51.34,399.9,421.7,1.16,2.63,4.51,0.0,True
CLM-0002711,-81,2024-06-18,47.6,49.58,413.6,438.0,1.163,2.13,2.93,0.0,True
CLM-0002711,-80,2024-06-19,47.66,50.3,415.2,433.7,1.151,2.28,3.14,0.0,True
CLM-0002711,-79,2024-06-20,46.09,48.52,413.2,431.6,1.172,2.87,4.11,0.0,True
CLM-0002711,-78,2024-06-21,47.96,49.52,423.8,455.9,0.943,1.52,1.62,0.0,True
CLM-0002711,-77,2024-06-22,48.19,51.2,399.3,435.9,1.187,2.71,3.96,0.0,True
CLM-0002711,-76,2024-06-23,49.62,52.82,407.2,431.6,1.167,2.3,3.26,0.0,True
CLM-0002711,-75,2024-06-24,,,,,,,,,False
CLM-0002711,-74,2024-06-25,43.87,46.66,432.3,459.5,1.325,3.07,4.69,0.0,True
CLM-0002711,-73,2024-06-26,,,,,,,,,False
CLM-0002711,-72,2024-06-27,50.98,55.45,425.1,453.0,1.09,1.32,1.78,0.0,True
CLM-0002711,-71,2024-06-28,47.07,50.26,406.0,433.4,1.47,1.96,3.59,0.0,True
CLM-0002711,-70,2024-06-29,49.84,51.91,420.6,430.6,1.336,2.41,3.33,0.0,True
CLM-0002711,-69,2024-06-30,47.32,50.76,408.4,430.3,1.274,3.06,4.84,0.0,True
CLM-0002711,-68,2024-07-01,50.38,53.74,408.9,438.8,1.125,2.24,3.16,0.0,True
CLM-0002711,-67,2024-07-02,48.95,52.56,425.5,449.8,1.311,3.02,4.23,0.0,True
CLM-0002711,-66,2024-07-03,45.85,48.82,410.3,426.5,0.973,1.47,2.04,0.0,True
CLM-0002711,-65,2024-07-04,46.41,48.79,418.4,448.7,1.115,2.2,3.74,0.0,True
CLM-0002711,-64,2024-07-05,45.77,47.4,416.0,427.6,1.252,2.82,3.78,0.0,True
CLM-0002711,-63,2024-07-06,50.57,53.04,402.4,429.3,1.291,2.78,4.36,0.0,True
CLM-0002711,-62,2024-07-07,46.23,47.58,411.3,432.0,1.232,1.62,2.79,0.0,True
CLM-0002711,-61,2024-07-08,48.01,51.31,411.6,440.0,1.259,2.06,2.93,0.0,True
CLM-0002711,-60,2024-07-09,48.59,49.98,414.3,437.4,1.225,2.34,3.82,0.0,True
CLM-0002711,-59,2024-07-10,49.19,51.84,393.0,421.8,1.153,2.13,3.45,0.0,True
CLM-0002711,-58,2024-07-11,47.83,51.56,409.1,444.9,1.401,2.87,4.06,0.0,True
CLM-0002711,-57,2024-07-12,45.6,48.36,433.7,464.2,1.478,2.41,3.32,0.0,True
CLM-0002711,-56,2024-07-13,46.34,49.28,426.6,457.0,1.192,1.82,2.69,0.0,True
CLM-0002711,-55,2024-07-14,46.65,50.09,414.0,443.7,1.024,2.58,3.91,0.0,True
CLM-0002711,-54,2024-07-15,43.45,46.97,402.3,413.6,1.165,2.61,3.8,0.0,True
CLM-0002711,-53,2024-07-16,49.61,53.65,421.5,447.2,1.213,1.94,3.08,0.0,True
CLM-0002711,-52,2024-07-17,49.76,53.32,434.5,461.7,0.869,2.04,2.83,0.0,True
CLM-0002711,-51,2024-07-18,46.61,49.96,442.8,472.2,1.401,2.12,2.9,0.0,True
CLM-0002711,-50,2024-07-19,51.36,52.4,412.1,436.5,1.104,2.95,4.42,0.0,True
CLM-0002711,-49,2024-07-20,48.54,51.78,404.1,434.8,1.076,2.36,3.62,0.0,True
CLM-0002711,-48,2024-07-21,50.44,55.1,427.2,444.6,1.149,1.52,2.67,0.0,True
CLM-0002711,-47,2024-07-22,50.3,53.95,425.4,466.3,1.129,1.92,3.01,0.0,True
CLM-0002711,-46,2024-07-23,48.48,52.45,420.2,449.6,1.209,2.69,4.24,0.0,True
CLM-0002711,-45,2024-07-24,44.69,47.02,410.5,428.1,1.318,2.24,3.25,0.0,True
CLM-0002711,-44,2024-07-25,49.15,52.08,400.4,436.2,1.391,1.91,2.76,0.0,True
CLM-0002711,-43,2024-07-26,49.8,53.37,430.1,446.2,1.319,2.25,3.18,0.0,True
CLM-0002711,-42,2024-07-27,47.44,50.89,433.4,458.5,1.059,2.79,4.24,0.0,True
CLM-0002711,-41,2024-07-28,49.07,52.86,414.6,440.5,1.184,3.27,4.95,0.0,True
CLM-0002711,-40,2024-07-29,48.69,50.56,445.7,467.4,1.216,2.38,3.59,1.0,True
CLM-0002711,-39,2024-07-30,46.84,49.05,423.5,447.6,1.246,2.6,3.83,0.0,True
CLM-0002711,-38,2024-07-31,48.55,50.26,417.4,442.9,1.273,2.36,3.53,0.0,True
CLM-0002711,-37,2024-08-01,47.73,50.99,402.3,418.7,1.212,2.49,4.23,0.0,True
CLM-0002711,-36,2024-08-02,49.5,52.31,394.5,421.7,1.187,2.03,3.13,0.0,True
CLM-0002711,-35,2024-08-03,47.57,50.38,412.3,437.3,1.337,2.98,4.64,0.0,True
CLM-0002711,-34,2024-08-04,47.33,49.65,425.5,466.1,1.18,2.22,3.47,0.0,True
CLM-0002711,-33,2024-08-05,45.47,47.63,455.0,491.9,1.344,1.96,2.89,0.0,True
CLM-0002711,-32,2024-08-06,53.16,56.16,421.0,440.1,1.322,2.09,3.3,0.0,True
CLM-0002711,-31,2024-08-07,47.84,51.95,428.9,452.8,1.418,2.67,4.01,0.0,True
CLM-0002711,-30,2024-08-08,46.49,51.06,407.6,427.0,1.233,2.12,2.81,0.0,True
CLM-0002711,-29,2024-08-09,49.96,54.53,423.1,446.1,1.417,3.01,4.34,0.0,True
CLM-0002711,-28,2024-08-10,49.12,51.66,421.2,453.0,1.154,2.66,4.58,0.0,True
CLM-0002711,-27,2024-08-11,49.85,51.66,405.8,430.0,1.252,2.74,4.47,0.0,True
CLM-0002711,-26,2024-08-12,50.06,53.94,440.1,461.1,1.315,2.23,3.26,0.0,True
CLM-0002711,-25,2024-08-13,50.94,55.22,418.0,447.8,1.048,2.15,3.43,0.0,True
CLM-0002711,-24,2024-08-14,46.62,50.04,436.6,446.1,1.141,2.41,3.69,0.0,True
CLM-0002711,-23,2024-08-15,49.04,52.02,420.1,442.1,1.1,1.93,3.41,0.0,True
CLM-0002711,-22,2024-08-16,45.59,47.97,415.0,451.0,1.191,2.59,3.84,0.0,True
CLM-0002711,-21,2024-08-17,48.14,51.74,408.3,444.6,1.12,2.77,4.22,0.0,True
CLM-0002711,-20,2024-08-18,50.09,53.67,414.7,450.2,1.216,2.12,2.95,0.0,True
CLM-0002711,-19,2024-08-19,46.96,50.24,442.0,457.1,1.188,2.68,3.97,0.0,True
CLM-0002711,-18,2024-08-20,53.21,55.11,406.5,421.6,1.158,2.5,2.93,0.0,True
CLM-0002711,-17,2024-08-21,48.79,50.79,430.0,451.0,1.223,2.85,4.35,0.0,True
CLM-0002711,-16,2024-08-22,45.13,48.04,415.3,440.4,1.098,3.06,4.89,0.0,True
CLM-0002711,-15,2024-08-23,50.16,54.2,428.8,448.0,1.071,2.71,4.58,0.0,True
CLM-0002711,-14,2024-08-24,53.19,57.1,423.1,434.7,1.021,2.38,3.71,0.0,True
CLM-0002711,-13,2024-08-25,,,,,,,,,False
CLM-0002711,-12,2024-08-26,50.18,51.35,422.5,453.6,1.098,2.42,3.38,0.0,True
CLM-0002711,-11,2024-08-27,46.77,51.11,452.5,472.8,1.281,2.29,3.3,0.0,True
CLM-0002711,-10,2024-08-28,48.64,52.88,424.6,455.3,1.17,2.16,2.75,0.0,True
CLM-0002711,-9,2024-08-29,46.13,49.26,433.9,466.5,1.202,2.44,3.58,0.0,True
CLM-0002711,-8,2024-08-30,50.46,53.03,424.5,430.4,1.139,2.8,3.84,0.0,True
CLM-0002711,-7,2024-08-31,48.11,50.81,431.8,462.0,1.49,1.99,2.8,0.0,True
CLM-0002711,-6,2024-09-01,51.07,55.0,409.2,433.7,1.225,1.9,2.79,0.0,True
CLM-0002711,-5,2024-09-02,69.44,72.98,418.2,423.1,2.215,5.11,2.97,0.0,True
CLM-0002711,-4,2024-09-03,71.09,73.66,433.2,466.3,2.141,6.01,3.72,0.0,True
CLM-0002711,-3,2024-09-04,,,,,,,,,False
CLM-0002711,-2,2024-09-05,,,,,,,,,False
CLM-0002711,-1,2024-09-06,,,,,,,,,False
CLM-0002711,0,2024-09-07,,,,,,,,,False
CLM-0001155,-89,2024-06-13,44.01,48.01,380.4,409.2,1.229,1.08,1.44,0.0,True
CLM-0001155,-88,2024-06-14,44.61,45.55,401.0,424.5,1.063,1.92,3.29,0.0,True
CLM-0001155,-87,2024-06-15,47.87,50.41,413.4,459.9,1.178,2.27,3.23,0.0,True
CLM-0001155,-86,2024-06-16,49.65,53.08,381.0,397.8,1.144,0.87,1.54,0.0,True
CLM-0001155,-85,2024-06-17,45.96,49.03,406.9,444.4,1.506,1.33,2.08,0.0,True
CLM-0001155,-84,2024-06-18,44.3,47.33,399.9,421.6,1.25,2.04,3.23,0.0,True
CLM-0001155,-83,2024-06-19,43.15,44.52,403.8,426.9,1.272,2.19,3.37,0.0,True
CLM-0001155,-82,2024-06-20,43.48,45.98,396.8,415.1,1.066,1.87,3.02,0.0,True
CLM-0001155,-81,2024-06-21,44.48,47.09,385.4,411.3,0.821,1.97,3.4,0.0,True
CLM-0001155,-80,2024-06-22,47.22,49.32,367.4,385.4,1.106,2.35,3.26,0.0,True
CLM-0001155,-79,2024-06-23,42.9,47.0,377.9,401.0,0.953,1.59,2.84,0.0,True
CLM-0001155,-78,2024-06-24,45.67,48.29,395.4,410.3,1.229,1.42,2.05,0.0,True
CLM-0001155,-77,2024-06-25,43.9,46.05,382.1,391.2,1.237,1.7,2.01,0.0,True
CLM-0001155,-76,2024-06-26,46.87,51.83,356.5,379.7,1.227,1.87,3.01,0.0,True
CLM-0001155,-75,2024-06-27,44.19,47.64,376.2,411.7,1.185,1.93,3.14,0.0,True
CLM-0001155,-74,2024-06-28,43.43,46.59,368.5,395.4,1.063,2.11,3.31,0.0,True
CLM-0001155,-73,2024-06-29,43.56,46.43,389.0,412.6,1.086,2.47,3.6,0.0,True
CLM-0001155,-72,2024-06-30,48.42,50.74,398.1,443.9,1.258,1.87,2.53,1.0,True
CLM-0001155,-71,2024-07-01,44.85,47.01,388.4,394.8,1.494,1.3,1.79,0.0,True
CLM-0001155,-70,2024-07-02,47.12,48.95,362.9,390.1,1.232,1.49,2.29,0.0,True
CLM-0001155,-69,2024-07-03,45.63,48.3,379.4,397.3,1.251,1.86,2.7,0.0,True
CLM-0001155,-68,2024-07-04,46.15,47.63,369.5,394.8,1.481,2.38,3.26,0.0,True
CLM-0001155,-67,2024-07-05,44.19,48.09,383.1,401.7,1.193,2.06,3.01,0.0,True
CLM-0001155,-66,2024-07-06,44.71,47.04,396.6,416.2,1.055,1.44,1.92,0.0,True
CLM-0001155,-65,2024-07-07,42.82,46.67,386.7,413.8,1.253,1.54,2.11,0.0,True
CLM-0001155,-64,2024-07-08,42.92,45.08,385.7,409.2,1.445,1.68,2.74,0.0,True
CLM-0001155,-63,2024-07-09,44.46,47.84,408.9,428.0,1.331,1.83,2.39,0.0,True
CLM-0001155,-62,2024-07-10,44.25,45.84,371.8,386.0,1.229,1.69,2.64,0.0,True
CLM-0001155,-61,2024-07-11,44.64,47.0,402.0,433.1,0.911,1.45,2.01,0.0,True
CLM-0001155,-60,2024-07-12,46.47,48.95,380.8,403.8,0.968,1.5,2.33,0.0,True
CLM-0001155,-59,2024-07-13,48.64,51.89,422.9,438.0,1.25,1.77,2.38,0.0,True
CLM-0001155,-58,2024-07-14,42.94,44.69,389.5,400.8,1.147,1.88,2.76,0.0,True
CLM-0001155,-57,2024-07-15,45.68,50.13,358.2,385.4,1.186,1.41,1.86,0.0,True
CLM-0001155,-56,2024-07-16,43.75,46.72,379.6,402.0,1.346,1.93,2.98,0.0,True
CLM-0001155,-55,2024-07-17,41.61,44.54,366.2,392.4,1.011,2.53,3.24,0.0,True
CLM-0001155,-54,2024-07-18,49.64,51.19,417.2,462.4,1.106,1.88,2.79,0.0,True
CLM-0001155,-53,2024-07-19,44.78,48.08,374.5,405.9,1.38,1.91,2.47,0.0,True
CLM-0001155,-52,2024-07-20,44.16,48.26,404.0,428.6,1.012,1.25,1.68,0.0,True
CLM-0001155,-51,2024-07-21,46.7,48.77,399.5,410.9,1.374,2.09,3.04,0.0,True
CLM-0001155,-50,2024-07-22,49.73,52.13,367.7,405.6,1.253,1.57,2.56,0.0,True
CLM-0001155,-49,2024-07-23,45.53,48.27,362.3,387.9,1.181,2.23,2.83,0.0,True
CLM-0001155,-48,2024-07-24,50.0,52.68,400.0,444.5,1.222,2.52,3.22,0.0,True
CLM-0001155,-47,2024-07-25,44.89,46.94,380.0,398.4,1.255,1.53,2.63,0.0,True
CLM-0001155,-46,2024-07-26,46.97,50.36,385.3,399.9,1.299,1.54,2.2,0.0,True
CLM-0001155,-45,2024-07-27,43.31,47.48,387.5,424.0,0.894,2.01,2.49,0.0,True
CLM-0001155,-44,2024-07-28,,,,,,,,,False
CLM-0001155,-43,2024-07-29,45.55,47.65,384.0,418.9,1.237,1.84,2.61,0.0,True
CLM-0001155,-42,2024-07-30,47.59,49.47,402.2,417.4,1.373,1.68,2.35,0.0,True
CLM-0001155,-41,2024-07-31,43.95,49.37,358.6,373.7,1.267,1.77,2.72,0.0,True
CLM-0001155,-40,2024-08-01,46.82,49.37,397.3,414.0,1.527,0.99,0.97,0.0,True
CLM-0001155,-39,2024-08-02,45.71,49.21,381.7,384.5,1.093,2.0,3.01,0.0,True
CLM-0001155,-38,2024-08-03,44.41,45.74,367.9,388.8,1.443,2.78,4.03,0.0,True
CLM-0001155,-37,2024-08-04,46.42,48.66,390.2,400.2,1.071,1.63,2.43,0.0,True
CLM-0001155,-36,2024-08-05,43.39,47.46,384.7,410.3,1.282,1.22,2.1,0.0,True
CLM-0001155,-35,2024-08-06,47.03,49.15,405.4,429.7,1.359,2.12,3.47,0.0,True
CLM-0001155,-34,2024-08-07,44.52,46.69,376.6,394.5,1.203,1.45,2.65,0.0,True
CLM-0001155,-33,2024-08-08,46.44,49.8,404.3,433.4,0.908,1.81,2.14,0.0,True
CLM-0001155,-32,2024-08-09,45.41,47.75,384.4,410.7,1.22,1.52,2.37,0.0,True
CLM-0001155,-31,2024-08-10,45.18,48.72,391.5,427.1,1.129,1.23,2.07,0.0,True
CLM-0001155,-30,2024-08-11,38.23,40.56,379.7,419.5,1.335,1.92,2.7,0.0,True
CLM-0001155,-29,2024-08-12,43.86,46.76,370.6,396.6,1.067,1.52,2.27,0.0,True
CLM-0001155,-28,2024-08-13,43.01,46.66,399.2,427.6,1.118,1.16,2.13,0.0,True
CLM-0001155,-27,2024-08-14,46.1,48.64,384.3,414.0,1.099,1.92,2.8,0.0,True
CLM-0001155,-26,2024-08-15,44.54,46.28,380.1,420.5,1.153,2.95,4.8,0.0,True
CLM-0001155,-25,2024-08-16,41.66,44.22,399.9,413.7,1.213,2.21,3.28,0.0,True
CLM-0001155,-24,2024-08-17,46.13,48.13,407.5,427.9,1.286,1.78,2.8,0.0,True
CLM-0001155,-23,2024-08-18,44.67,47.17,377.0,391.0,1.274,3.01,4.79,0.0,True
CLM-0001155,-22,2024-08-19,44.88,47.89,409.6,429.6,1.008,1.1,1.31,0.0,True
CLM-0001155,-21,2024-08-20,45.92,48.92,373.3,395.2,1.07,2.03,3.16,0.0,True
CLM-0001155,-20,2024-08-21,45.51,49.41,388.2,406.2,1.112,2.53,3.64,0.0,True
CLM-0001155,-19,2024-08-22,49.03,51.24,397.9,426.3,1.148,1.39,2.44,0.0,True
CLM-0001155,-18,2024-08-23,46.82,49.8,333.4,362.4,1.07,1.92,2.78,0.0,True
CLM-0001155,-17,2024-08-24,45.14,49.51,370.3,395.3,1.088,1.55,2.22,0.0,True
CLM-0001155,-16,2024-08-25,45.66,48.98,378.6,406.1,1.395,1.66,2.24,0.0,True
CLM-0001155,-15,2024-08-26,44.57,48.51,389.0,428.2,1.246,1.96,2.93,0.0,True
CLM-0001155,-14,2024-08-27,44.03,46.97,385.0,412.9,1.034,1.09,1.8,0.0,True
CLM-0001155,-13,2024-08-28,46.77,50.57,347.9,362.3,1.26,1.4,2.11,0.0,True
CLM-0001155,-12,2024-08-29,48.23,51.05,379.1,397.7,1.138,1.82,3.38,0.0,True
CLM-0001155,-11,2024-08-30,44.67,46.26,361.4,379.5,1.477,1.1,1.51,0.0,True
CLM-0001155,-10,2024-08-31,46.09,49.74,375.6,412.0,1.105,1.65,2.22,0.0,True
CLM-0001155,-9,2024-09-01,43.18,46.55,379.7,400.7,1.126,1.19,1.75,0.0,True
CLM-0001155,-8,2024-09-02,46.3,49.33,388.1,404.8,1.156,1.21,1.92,0.0,True
CLM-0001155,-7,2024-09-03,43.15,45.2,378.1,394.0,1.034,2.17,2.87,0.0,True
CLM-0001155,-6,2024-09-04,45.41,49.97,385.3,405.7,1.269,1.84,3.15,0.0,True
CLM-0001155,-5,2024-09-05,45.89,49.69,376.7,396.8,1.207,1.71,2.49,0.0,True
CLM-0001155,-4,2024-09-06,47.64,50.01,389.8,408.7,1.251,1.62,2.94,0.0,True
CLM-0001155,-3,2024-09-07,54.09,58.51,365.2,397.2,1.204,5.23,3.29,0.0,True
CLM-0001155,-2,2024-09-08,61.41,65.78,383.8,406.4,1.228,4.91,2.61,0.0,True
CLM-0001155,-1,2024-09-09,60.63,63.43,367.7,392.0,1.443,4.8,2.24,0.0,True
